OCLC,Title,Author,Language,Item_type,Publication,Publisher,Database,Notes,Date_Added
"777757823","Sefer tehilim ... = Sepher Tehillim, i.e. Liber psalmorum, curâ speciali editus, cum punctis vocalibus & accentualibus ... item, Sefer qinot vel ʼEk̲ah, Sepher Kinoth, i.e. Liber lamentationum Jeremiæ, qui scil. ... dicitur Echah ...","William Robertson;","Hebrew","book_printbook","","Cantabrigiæ : typis Johan. Hayes, typographi ... Londini, 1685.","","","2017-05-14 19:02"
"708716516","Sepher Tehillim u-sepher Echah : the Hebrew text of the Psalmes and Lamentations but published (for to encourage and facilitate beginners in their way) with the reading thereof in known English letters ...","William Robertson;","Hebrew","book_printbook","","London : Printed for the Author ; And are to be sold by H. Robinson, A. Crook, L. Fawn, and S. Thomson, in Pauls Church-yard : And by G. Sawbridge, at the Bible on Ludgate Hill, Where any who desires, may know where the Author remains, 1656.","","This edition has the text in Hebrew and in transliteration into roman characters (See page 53 of &quot;The Library of James Logan of Philadelphia&quot;).","2017-05-14 18:58"
"124558517","Safer tehilim u-sepher 'eykhah : sepher tehillim u-sepher echah = The Hebrew text of the Psalmes and Lamentations : revised and corrected according to the best of Plantin and Stephan's impressions; but, published without the (superfluous and useless) accents, or accentuating characters (excepting only the chief and most useful of the great distinguishing pausæs, atuáck, which, mostly, importeth a colon: or semicolon; in the middle or half of the verse of sentence:) for avoiding the confusion of them with the points, or vowels, in reading.","William Robertson;","Hebrew","book_printbook","","London, : Printed for the author and are to be sold by H. Robinson, A. Crook, L. Fawn, and S. Thomson in Paul's Church-yard: and by G. Sawbridge, at the sign of the Bible on Ludgate Hill, whre any who desires, may know where the author remains, 1656.","","James Logan had two copies of this book. This edition has the Hebrew text only, and the dedication to John[athan] Goddard (see pg. 53 of &quot;The Library of James Logan of Philadelphia&quot;)","2017-05-14 18:56"
"843018162","ספר תהלים. Sefer Tehilim.","Manasseh ben Israel;","Hebrew","book_printbook","","[Amsterdam] : [Manasseh Ben Israel], [1635]","","","2017-05-14 18:54"
"34826064","Ḥamishah ḥumshe Torah : parashiyotaṿ petuḥot u-setumot ʻal pi ha-Rambam ... : u-Neviʼim Rishonim ṿe-Aḥaronim u-Khetuvim.","Manasseh ben Israel;","Hebrew","book_printbook","","Amstelodami : Bi-Vet Menasheh ... ben Yisraʼel, 391, 1630.","","","2017-05-14 18:51"
"43360912","שלחן ערוך מטור אבן העזר / Shulḥan ʻarukh : mi-ṭur Even ha-ʻezer","Joseph ben Ephraim Karo; Moses ben Israel Isserles; Moses ben Naphtali Hirsch Rivkes","Hebrew","book_printbook","","בדפוס עמנואל בן יוסף אטיאש, Amśṭerdam : Be-defus Emanuʼel ben Yosef ʻAṭiaś, 458 [1698]","","","2017-05-14 18:48"
"754780513","ספר שלחן ערוך מטור אורח חיים /","קרו, יוסף, 1488-1575 ;","Hebrew","book_printbook","","ע""י ... מנחם נחום בן ... משה מייזלש,","","","2017-05-14 18:47"
"4828196","Lexicon heptaglotton, hebraicum, chaldaicum, syriacum, samaritanum, æthiopicum, arabicum, conjunctim; et persicum, separatim. In quo, omnes voces ... tam in mssis. quàm impressis libris, cumprimis autem in Bibliis polyglottis ... continentur ... Cui accessit brevis, & harmonica ... grammaticæ omnium præcedentium linguarum delineatio.","Edmund Castell; Jacobus Golius; Pre-1801 Imprint Collection (Library of Congress)","Latin","book_printbook","","Londini, T. Roycroft, 1669.","","","2017-05-14 18:43"
"883527671","Petri Cvnæi de Repvblica Hebræorvm Libri III.","Petrus Cunaeus; Elzeviriana Officina.","Latin","book_printbook","","Lvgd. Batavor. : Ex officina Elzeviriana, 1632.","","","2017-05-14 18:41"
"258007279","Calendarivm historicvm","Paulus Eberus","Latin","book_printbook","","Vitebergae : Rhau, 1559.","","","2017-05-14 18:39"
"457634271","Grammatica chaldaea ac syra Dn. M. Thomae Erpenii, opera ac cura Constantini L'Empereur de Oppijck ... in lucem edita.","Thomas Van Erpe; Constantin L'Empereur","Latin","book_printbook","","Amstelodami : Apud H. Laurentii, 1628.","","","2017-05-14 18:38"
"35587679","אגרת אורחות עולם ... Igeret orḥot ʻolam, id est, Itinera mundi : sic dicta nempe Cosmographia","פריצול, אברהם בן מרדכי, בע׳ 1561־בע׳ 1525. Abraham ben Mordecai Farissol; Thomas Hyde;  Ali Ufkî; Henry Bonwicke","Latin","book_mic","","Oxonii : E theatro Sheldoniano, impensis Henrici Bonwick, MDCXCI, [1691]","","","2017-05-14 18:34"
"29606084","Bibliotheca institvta et collecta primvm a Conrado Gesnero: deinde in epitomen redacta, & nouorum librorum accessione locupletata, tertiò recognita, & in duplum post priores editiones aucta, per Iosiam Simlerum: iam verò postremò aliquot mille, cùm priorum tùm nouorum authorum opusculis, ex instructissima Viennensi Austriæ imperatoria bibliotheca amplificata, per Iohannem Iacobum Frisium ...","Conrad Gessner; Johann Jacob Fries; Österreichische Nationalbibliothek.","Latin","book_mic","","Tigvri, Christoph Froschover, 1583.","","","2017-05-14 18:32"
"16218045","Conradi Gesneri medici Tigurini historiæ animalium lb. I. de quadrupedibus uiuiparis : opus philosophis, medicis, grammaticis, philologis, poëtis, & omnibus rerum linguarumq́; uariarum studiosis, utilissimum simul iucundissimumq́; futurum ...","Conrad Gessner; Christoph Froschauer","Latin","book_printbook","","Tiguri : Apud Christ. Froschouerum, M.D. LI. (1551)","","","2017-05-14 18:31"
"492355992","Conr. Gesneri ... Historiae animalium liber II qui est de quadrupedibus oviparis nunc denuo recognitus ... ac ... brevibus ... annotationibus illustratus ...","Conrad Gesner","Latin","book_printbook","","Francofurdi : Ex Off. typ. J. Wecheli : Impensis R. Cambieri, 1586.","","","2017-05-14 18:29"
"123961507","Conradi Gesneri ... Historiae animalium lib. V. qui est de serpentium natura. Ex variis schedis et collectaneis eiusdem compositus","Conrad Gessner","Latin","book_mic","","Tiguri, In Officina Froschoviana, 1587.","","","2017-05-14 18:28"
"38660534","Nomenclator aqvatilivm animantivm. Icones animalivm aquatilium in mari & dulcibus aquis degentium, plus quam DCC. cum nomenclaturis singulorum latinis, grecis, italicis, hispanicis, gallicis, germanicis, anglicis, alijsq[ue] interdum, per certos ordines digestæ ...","Conrad Gessner","Latin","book_printbook","","Tigvri, excvdebat C. Froschovervs, 1560.","","","2017-05-14 18:27"
"84775363","Moses & Aaron. : Civil & ecclesiastical rites, used by the ancient Hebrews: observed; and at large opened, for the clearing of many obscure texts throughout the whole Scripture, which texts are now added in the end of the book. Wherein likewise is shewed what customs the Hebrews borrowed from heathen people: and that many heathenish customs originally have been unwarrantable imitations of the Hebrews. The eighth edition. By Thomas Godwyn. B.D.","Thomas Goodwin","English","book_mic","","London : printed by Richard Hodgkinson living on Clarkenwel-Green, and are to be sold by William Jacob, next dore to the Black-Swan-Inn in Holborn, 1672.","","","2017-05-14 18:26"
"12249305","Historia compendiosa dynastiarvm","Bar Hebraeus; Edward Pococke","Latin","book_mic","","Oxoniæ : Excudebat H. Hall ... impensis Ric. Davis, M.D.C. LXIII [1663]","","","2017-05-14 16:51"
"54203069","Specimen historiæ Arabvm : sive, Gregorii Abul Farajii Malatiensis De origine & moribus Arabum succincta narratio, in linguam latinam conversa, notisque ... fusiùs illus., operâ & studio Edvardi Pocockii ...","Bar Hebraeus; Edward Pococke","Arabic","book_printbook","","Oxoniæ : H. Hall, Impensis Humph. Robinson, 1650.","","","2017-05-14 16:50"
"731568416","Hugonis Grotii Annotationes in Vetus & Novum Testamentum juxta editionem amstelædamensem, MDCLXXIX, in compendium redactæ, quibus nova accessit præfatio, a Samuele Moody, A.M. Dudinghurstiae apud Essexienses Rectore","Hugo Grotius","Latin","book_digital","","Londini : Impensis Jos. Smith, Guil. Mears, Jos. Pote, & N. Moody, Bibliopolarum Londinensium, A.D.M. DCC. XXVII. [1727]","","","2017-05-14 16:48"
"894918015","Opticæ thesavrvs Alhazeni Arabis libri septem, nuncprimùm editi. Eivsdem liber De crepvscvlis & nubium ascensionibus. Item Vitellonis Thvringopoloni libri x. Omnes instaurati, figuris illustrati & aucti, adiectis etiam in Alhazenum commentarijs, à Federico Risnero.","Alhazen;  Witelo; Friedrich Risner;  Gherardo, da Cremona","Latin","book_digital","","Basileæ, per Episcopios, 1572.","","","2017-05-14 16:47"
"18137728","Ioannis Leonis Africani, De totivs Africae descriptione, libri IX ...","Leo, Africanus","Latin","book_printbook","","Latium, M.D. LVI. [1556]","","","2017-05-14 16:45"
"14323849","Africae descriptio IX. lib. absoluta ...","Leo, Africanus","Latin","book_printbook","","Lugd. Batav., Apud Elzevir, 1632.","","","2017-05-14 16:44"
"900537959","Bibliotheque orientale, ou Dictionaire universel, contenant generalement tout ce qui regarde la connoissance des peuples de l'Orient. Leurs histoires et traditions veritables ou fabuleuses. Leurs religions, sectes et politique. Leurs gouvernement, loix, coûtumes, mœurs, guerres, & les révolutions de leurs empires. Leurs sciences, et leurs arts, leurs théologie, mythologie, magie, physique, morale, médecine, mathématiques, histoire naturelle, chronologie, géographie, observations astronomiques, grammaire, & réthorique. Les vies et actions remarquables de tous leurs saints, docteurs, philosophes, historiens, poëtes, capitaines, & de tous ceux qui se sont rendus illustres parmi eux, par leur vertu, ou par leur savoir. Des jugemens critiques, et des extraits de tous leurs ouvrages, de leurs traitez, traductions, commentaires, abregez, recüeils de fables, de sentences, de maximes, de proverbes, de contes, de bons mots, & de tous leurs livres écrits en arabe, en persan, ou en turc, sur toutes sortes de sciences, d'arts, & de professions. Par monsieur d'Herbelot.","Barthélemy d' Herbelot; Antoine Galland; Louis Cousin; François-Séraphin Regnier-Desmarais; Jean Commire;  Kâtib Çelebi; Jean Guignard; Claude Barbin; Pierre Aubouyn; Pierre Émery; Charles Clousier; Guillaume Cavelier; Henri Charpentier; Michel David; Jean Villette; Charles Osmont; Pierre Hérissant; Pierre de Bats; Compagnie des libraires associés (Paris / 1697-1773.","French","book_printbook","","A Paris, par la Compagnie des libraires. M. DC. XCVII. Avec privilege du Roy, 1697","","","2017-05-14 16:43"
"799706824","Alphabeti verè naturalis Hebraici brevissima delineatio : quæ simul methodum suppeditat, juxta quam qui surdi nati sunt sic informari possunt, ut non alios saltem loquentes intelligant, sed & ipsi ad sermonis usum perveniant","Franciscus Mercurius van Helmont","Latin","book_printbook","","Sulzbaci : Sulzbach : Typis Abrahami Lichtenthaleri(IS), Lichtenthaler, Abraham, 1657 [i.e. 1667]","","","2017-05-14 16:42"
"4281391","An inquiry into the state of ancient measures, the Attick, the Roman, and especially the Jewish. With appendix concerning our old English money, and measures of content.","George Hooper","English","book_printbook","","London, R, Knaplock, 1721.","","","2017-05-14 16:40"
"39995885","Teshuvah [sic] Yehudah sive, Pro convincendis, et convertendis Judæis, libri octo ...","Johannes Hoornbeeck","Latin","book_printbook","","Lugduni Batavorum, ex officina P. Leffen, 1655.","","","2017-05-14 16:39"
"17427676","Kitsur Shene luḥot ha-berit.","Isaiah Horowitz; Jehiel Michal ben Abraham Epstein, ha-Levi","Hebrew","book_printbook","","[Amsterdam], [1701]","","","2017-05-14 16:37"
"20745760","The works.","Flavius Josephus; Robert Arnauld d'Andilly;  Philo, of Alexandria.","English","book_printbook","","London, T. Fabian, 1676.","","","2017-05-14 16:27"
"938156074","Phlabiou Iōsēpou ta heuriskomena : Flavii Josephi opera, quæ reperiri potuerunt, omnia. ... & notis illustravit Joannes Hudsonus ... Duobus voluminibus.","Flavius Josephus","English","book_printbook","","Oxonii : E theatro Sheldoniano, 1720.","","","2017-05-14 16:21"
"643870342","Phlabiou Iōsēpou Ioudaikēs archaiologias logoi 20 : Ioudaikēs halōseōs logoi 7. Peri archaiotētos Ioudaiōn kata Apiōnos logoi 2. Eis tous Makkabaious logos ē peri autokratoros logismou = Flavii Josephi opera.","Flavius Josephus; A Arlenius; Hieronymus Froben; Nicolaus Episcopius","Greek, Ancient [to 1453]","book_printbook","","[Basel] : [H. Froben and N. Episcopius], [1544]","","","2017-05-14 16:20"
"40584583","עיר דויד, sive, De convenientia vocabulorum rabbinicorum cum Graecis & quibusdam aliis linguis Europaeis / ʻIr Daṿid, sive, De convenientia vocabulorum rabbinicorum cum Graecis & quibusdam aliis linguis Europaeis","David Cohen de Lara","Latin","book_printbook","","Amstelodami : Typis Nicolai Ravesteinii, 1638.","","","2017-05-14 16:16"
"28124290","Kitāb al-amthāl = Proverbiorvm Arabicorvm centuriae duae","Thomas Erpenius; Joseph Juste Scaliger; Joannes Maire;","Latin","book_printbook","","Lugduni Batavorum : Ex typographia Erpeniana, linguarum Orientalium, Lugduni Batavorum : Prostant apud Iohannem Maire, 1623. 1623.","","","2017-05-14 16:16"
"495436569","Lexicon novum hebraeo-latinum, : ad modum Lexici Schreveliani graeci compositum, per modum indicis hebraici primò","William Robertson; Johannes Leusden","Latin","book_printbook","","Ultrajecti, [Utrecht] : Apud Franciscum Halma, Academiae typographum., 1687.","","","2017-05-14 16:13"
